ID,英文詞彙,中文詞彙,更新日期
21374193,molten carbonate fuel cell (MCFC),燃融碳酸鹽燃料電池,
21374194,momentum flow rate,動量流率,
21374195,momentum fluctuation,動量波動,
21374196,momentum flux,動量通量; 動量通量率,
21374197,monopod jack-up platform,單柱自升式平臺,
21374198,monopod production platform,單柱式採油平臺,
21374199,monotone,單頻音,
21374200,mooring platform,繫泊平臺,
21374201,Morison equation,莫理森方程式,
21374202,Moses mini tension leg platform (Moses mini TLP),摩西型迷你張力腿式平臺,
21374203,motion induced load,運動引致負荷,
21374204,motion pattern,運動模式,
21374205,motion platform,運動平臺,
21374206,moving part,運動機件; 可動部件; 運動部件; 活動部件; 移動式零件,
21374207,MR-based passive complient joint,磁流變基被動柔順接頭(機器人),
21374208,multi - address computer,多地址計算機,
21374209,multi - programming,多元處理,
21374210,multi - purpose computer,通用電腦; 通用計算機,
21374211,multi program computer,多元程式電腦; 多元處理電腦,
21374212,multicell structure,多巢型結構; 多腔式結構,
21374213,multirun welding,多道銲接,
21374214,multirun welding from both sides,雙側多道銲接,
21374215,multiwell platform,多井平臺,
21374216,Murray's method,慕雷法,
21374217,n - paraffins,正鏈烷烴; 烷烴; 石蠟烴; 正構烷烴; 石蠟; 鏈烷; 烷屬菸,
21374218,n - propyl acetate,正醋酸丙酯,
21374219,n-amyl alcohol,正戊醇; 1-戊醇; (正)戊醇,
21374220,NATO Integrated Communications System (NICS),北約統一通信系統;  北大西洋公約組織綜合通信系統,
21374221,NATO Submarine Rescue System (NSRS),北大西洋潛艦救援系統,
21374222,natural air extraction cooling system,自然風冷抽系統,
21374223,naval gun,艦炮,
21374224,naval gun target facilities,艦炮靶設備,
21374225,naval gun weapon system,艦炮武器系統,
21374226,naval machine gun,艦艇機槍,
21374227,Naval Tactical Data System (NTDS),海軍戰術數據系統;  海軍戰術資料系統,
21374228,navigation safety,航行安全,
21374229,navigator,導航儀; 導航系統; 領航員; 導航員; 航海家; 航海者; 航海官,
21374230,n-butyl alcohol,(正)丁醇; 1-丁醇,
21374231,near field,近聲場; 近場,
21374232,near-field radiation,近場輻射,
21374233,net tension failure,淨拉伸破壞,
21374234,new shipbuilding supervision,新船監工,
21374235,Newman problem,紐曼問題,
21374236,n-heptane,正庚烷,
21374237,n-hexane,正己烷,
21374238,nitrogen oxide (NOx),氮氧化物,
21374239,"noise, vibration and harshness (NVH)",噪音、振動與聲振粗糙度,
21374240,nomenclature,術語; 名詞; 命名; 命名法,
21374241,nominal stress,標稱應力,
21374242,nominal stress approach,標稱應力切入法,
21374243,nonane,壬烷,
21374244,non-destructive testing (NDT),非破壞試驗; 非破壞檢測,
21374245,non-essential variable,非必要變數,
21374246,non-linear indicate,非線狀顯示,
21374247,non-linear regime,非線性狀態,
21374248,non-stationary pitch period variation,基音週期非平穩改變,
21374249,non-structural volume,非結構體積; 排水體積,
21374250,nontrivial solution,非顯而易見解; 非無聊解; 非無用解; 非零解; 非平凡解; 非無效解,
21374251,non-uniformity,不均勻性; 不均勻度,
21374252,normalization of pitch period,基音週期標準化,
21374253,normalizing,正火; 歸一化; 正規化; 正常化,
21374254,normalizing rolling,正火軋製,
21374255,North Atlantic Treaty Organisation (NATO),北大西洋公約組織,
21374256,North Atlantic Treaty Organization (NATO),北大西洋公約組織,
21374257,notch stress approach,缺口應力切入法,
21374258,novel vessel,新型船舶,
21374259,n-propyl alcohol,正丙醇,
21374260,NTDS computer,海軍戰術數據計算機,
21374261,Nuclear Powered Aircraft Carrier (CVN),核子動力航空母艦,
21374262,nuclear powered ship,核能動力船,
21374263,"Nuclear, Biological and Chemical (NBC)",核子、生物和化學;  核生化,
21374264,"Nuclear, Biological and Chemical Defence (NBCD)",核生化防護,
21374265,number of wave encounters,波浪遭遇數,
21374266,numerical solution,數值解,
21374267,n-valeraldehyde,正戊醛,
21374268,NVH test,噪音振動與粗糙度試驗,
21374269,Occupational Safety and Health Act (OSHA),職業安全衛生法規; 職業安全衛生法案,
21374270,ocean acoustic tomography,海洋聲學測繪；海洋聲層析,
21374271,OCS platform,外陸棚平臺,
21374272,octane,辛烷,
21374273,officer in command,當值指揮官; 當值駕駛員; 當值甲級船員,
21374274,Officer in Tactical Command (OTC),戰術指揮官,
21374275,officer of the deck,艙面值班軍官; 艙面值班員,
21374276,officer of the watch,艦上值班軍官; 當值甲級船員,
21374277,officer on watch,當值甲級船員; 值班官員,
21374278,offset course computer,偏航向計算機,
21374279,offset proof stress,偏位安全限應力,
21374280,offshore drilling platform,近海鑽井平臺; 離岸鑽井平臺,
21374281,offshore dump,浮游堆積站; 浮游倉庫,
21374282,offshore oil drilling platform,近海鑽油平臺; 離岸鑽油平臺,
21374283,offshore support vessel,近岸支援船; 近海支援船,
21374284,offshore work platform,近海工作平臺; 離岸工作平臺,
21374285,ofishore production platform,近海生產平臺; 近海採油平臺; 離岸生產平臺; 離岸採油平臺,
21374286,oil storage platform,儲油平臺,
21374287,oil temperature cooler,油溫冷卻器,
21374288,olefins,烯屬烴,
21374289,oleic acid,油酸,
21374290,oleo spring shock absorber strut,油壓彈簧減震柱,
21374291,oleo strut,油壓減震器; 油壓支柱,
21374292,oleo ultimate load,起落架油壓支柱極限負荷; 油壓支柱極限負荷,
21374293,Omega navigation computer,亞米茄導航計算機; 歐米茄導航電腦,
21374294,Omega navigator,歐米茄航儀; 亞美茄導航儀,
21374295,omni-directional wave,全向波,
21374296,one-man control platform,單人控制平臺,
21374297,one-side welding,單側銲接; 單面銲接,
21374298,on-line computer,連機電腦; 連線電腦,
21374299,open hull,敞船體,
21374300,open loop water lubricated (OLW),開回路海水潤滑,
21374301,operating life,使用期限,
21374302,operating platform,操作平臺,
21374303,operation & maintenance (O&M),營運與維護,
21374304,operation life,使用期限,
21374305,Operational Control (OPCON),作戰管制; 作業管制; 飛行管制,
21374306,operational effectiveness,運作有效性,
21374307,Operational Requirement (OR),作戰需求; 作業需求,
21374308,operational validity,操作效度,
21374309,optiministic estimate,樂觀估計值,
21374310,optimising production,優化生產,
21374311,optimum estimate,最佳估計; 樂觀估計,
21374312,optimum performance,最佳性能,
21374313,oscillating foil propeller,擺動翼槳,
21374314,other means,其他方式,
21374315,out - of - balance,失衡; 不平衡,
21374316,out - of - balance condition,失衡狀態,
21374317,outer continental shelf (OCS),外陸棚,
21374318,outrigger platform,舷外支架平臺; 懸臂平臺,
21374319,over design,超裕度設計,
21374320,Over the Horizon (OTH),超地平線; 超水平線,
21374321,Over the Horizon (OTH) Radar,超地平線雷達; 超水平線雷達,
21374322,overall survey,全面檢驗,
21374323,overall weight estimate,總重量估算,
21374324,overlay welding,堆銲,
21374325,paint spraying device,噴塗設備; 噴漆設備,
21374326,panel splitter,框板分隔材,
21374327,paraffin wax,白蠟,
21374328,parallel computer,並行電腦; 並行計算機,
21374329,parallel computing,平行計算; 並行計算,
21374330,parallel intermittent fillet weld,對稱斷續銲道,
21374331,parametric cost estimating model (PCEM),參數成本估算模型,
21374332,parking load,停放負荷,
21374333,partial molar enthalpy,偏莫耳焓; 偏摩爾焓,
21374334,partial molar entropy,偏莫耳熵; 偏摩爾熵,
21374335,partial molar fugacity,部分莫耳逸度; 部分摩爾逸度,
21374336,partial molar Gibbs free energy,部分莫耳吉布士自由能,
21374337,partial molar Helmholtz free energy,部分莫耳赫姆霍茲自由能,
21374338,partial molar quantity,偏莫耳量; 部分莫耳量,
21374339,partial molar volume,偏莫耳體積; 偏摩爾體積,
21374340,partial oxidation reforming (POX),部份氧化重組,
21374341,partial penetration weld,部分滲透銲道,
21374342,particle - swan method (PSM),粒子群算法,
21374343,particle composite,顆粒狀複材,
21374344,particular solution,特解,
21374345,parties to the convention,公約締約國,
21374346,partly mechanized welding,半自動銲接,
21374347,passageway,走廊; 通道,
21374348,passive homing,被動歸向,
21374349,pattern welding,陣列銲接,
21374350,PBF platform,正向浮揚平臺,
21374351,pelagic crew,遠洋船員,
21374352,pelagic fishery,遠洋漁業,
21374353,pelagic fishing vessel,遠洋漁業船舶,
21374354,penetrant test (PT),滲透試驗; 滲透劑試驗,
21374355,penetration test,滲透測試（網路）,
21374356,perfect crystal,完整晶體,
21374357,performance based cost model (PBCM),性能成本模型,
21374358,performance estimation,性能估算,
21374359,performance threshold,性能閾值,
21374360,period of validity,效期; 有效期間,
21374361,permanent backing,永久背襯,
21374362,permanent drilling-production platform,永久性鑽採平臺; 永久性鑽井採油平臺,
21374363,permissible stress,容許應力,
21374364,permissible surface pressure,接觸面容許壓力,
21374365,perpendicular oceanographic platform,直立式海洋平臺,
21374366,personal protective equipment (PPE),個人防護設備,
21374367,pessimistic estimate,悲觀估計值,
21374368,petrolatum,凡士林; 礦脂,
21374369,petrolatum naphtha,石蠟油,
21374370,phase equilibrium,相平衡,
21374371,phase-plane trajectory,相位平面軌線,
21374372,phoneme overlap effect,音位重疊效應; 音位交疊掩蔽效應,
21374373,phosphoric acid fuel cell (PAFC),磷酸燃料電池,
21374374,pile-fixed platform,樁定位平臺,
21374375,pile-supported platform,樁支撐平臺; 樁支式平臺,
21374376,pinion sleeve,小齒輪套筒,
21374377,pipe layer,佈管船,
21374378,piston water cooler,活塞水冷器,
21374379,piston water pump,活塞水泵,
21374380,pitch cycle,基音週期,
21374381,pitch period,基音週期; 齒節週期,
21374382,pitch period counter,音調週期計數器,
21374383,pitch period detection,基音週期檢測,
21374384,pitch period entropy,基音週期熵,
21374385,pitch period estimation,基音週期估計,
21374386,pitch period extraction,基音週期提取,
21374387,pitch period perturbation quotient,頻率微擾商,
21374388,planned maintenance scheme (PMS),計畫維護方案; 船舶機械計畫保養系統,
21374389,plastic collapse,塑性崩潰,
21374390,plastic design method,塑性設計法,
21374391,plastic hinge,塑性絞,
21374392,plated grillage,板架,
21374393,plate-stiffener combination,板-肋组合體,
21374394,platform,平臺,
21374395,pleasure cruise,遊覽航行; 娛樂遊弋,
21374396,plug weld,填孔銲; 填孔銲道,
21374397,Point Defence Missile System (PDMS),定點防禦飛彈系統,
21374398,point defense missible system (PDMS),點防禦飛彈系統,
21374399,point source,點聲源,
21374400,polyacrylonitrile (PAN),聚丙烯腈,
21374401,polyaluminium chloride solution,聚合氯化鋁溶液; 聚鋁溶液,
21374402,polybutene,聚丁烯,
21374403,polyethylene glycol,聚乙烯醇,
21374404,polyethylene glycol dimethyl ether,聚乙二醇二甲醚,
21374405,polymer matrix composite (PMC),高分子基複材,
21374406,polypropylene glycol,聚丙烯二醇,
21374407,polypropylene glycol methyl ether,聚丙烯二醇甲基醚,
21374408,polysiloxane,聚硅氧烷,
21374409,polyurethane resin (PU resin),聚氨酯樹脂,
21374410,Polyvinylchloride (PVC),聚氯乙烯,
21374411,Port State Control Officer (PSCO),港口國監督官; 港口國管制官,
21374412,positive definite matrix,正定矩陣,
21374413,positively - buoyant floating system (PBF),正向浮揚系統,
21374414,post buckling,後挫曲,
21374415,post weld heat treatment (PWHT),銲後熱處理,
21374416,postcure,後硬化,
21374417,postreplication repair,旁路修復; 複製後修復,
21374418,pot life,可使用時間; 適用期(指黏著劑); 已加觸媒樹脂可擱置時間,
21374419,power estimate,功率估算,
21374420,power flow,功率流,
21374421,power flow transmission,功率流傳遞,
21374422,power redundancy,動力冗餘,
21374423,power-to-gas (PtG),電轉氣,
21374424,power-to-liquid (PtL),電轉液,
21374425,PPE tower,個人防護設備塔,
21374426,pre - cooling air unit (PAU),預冷空調箱,
21374427,precipitation,降雨量,
21374428,precurer,預固化; 預塑化; 預硫化,
21374429,precursor,前驅體; 前體; 先質; 前驅物; 預兆波; 前驅波,
21374430,precursor powder,前驅粉末,
21374431,preheat maintain temperature,預熱維持溫度,
21374432,preheat temperature,預熱溫度,
21374433,preheating temperature,預熱溫度,
21374434,preliminary estimate,初步估計,
21374435,preliminary welding procedure specification (PWPS),檢定前銲接程式規範書,
21374436,preloading bush,預緊襯套,
21374437,pre-production welding test,生產前銲接試驗,
21374438,previous welding experience,先前銲接經驗,
21374439,primary longitudinal structure,主縱向结構,
21374440,primary strength,主強度,
21374441,primary structure,主結構; 第一級结構,
21374442,Principal Subordinate Commander (PSC),主要下屬指揮官,
21374443,process control,程式控制; 程序控制; 製程控制,
21374444,process control computer,程序控制電腦,
21374445,process efficiency,過程效率,
21374446,processing platform,油氣處理平臺,
21374447,product,生成物,
21374448,Product Design Management ;  Product Data Management (PDM),產品設計管理; 產品數據管理,
21374449,Product Life - cycle Management (PLM),產品生命週期管理,
21374450,production platform,生產平臺; 採油平臺,
21374451,production sample test,生產樣本試驗,
21374452,production test,生產試驗,
21374453,production welding,生產銲接,
21374454,productive life,產油期,
21374455,program evaluation and review technique (PERT),計畫評核術,
21374456,programmable logic controller (PLC),可程式設計邏輯控制器,
21374457,programme - controlled computer,程式控制電腦; 可程式化控制電腦,
21374458,progressive plane wave,平面推進波,
21374459,project management,計畫管理; 專業計畫管理,
21374460,Project Management (PM),計畫管理; 專業計畫管理,
21374461,projected angle of heel,傾側投影角,
21374462,projected angle of roll,橫搖投影角,
21374463,projectile fuse,炮彈引信,
21374464,projecting deck platform,伸出甲板平臺,
21374465,propeller - excited force,螺槳激振力,
21374466,propeller blade rate frequency,槳葉頻率,
21374467,propeller shaft condition monitoring – oil lubricated,螺槳軸狀態監視―油潤滑,
21374468,propeller shaft condition monitoring – open loop water lubricated (PCM – OLW),螺槳軸狀態監視―開回路海水潤滑,
21374469,propeller shaft condition monitoring (PCM),螺槳軸狀態監視,
21374470,propeller shaft frequency,螺槳軸頻率,
21374471,propeller-induced fluctuating pressure,螺槳引致波動壓力; 槳致脈動壓力,
21374472,propelling gear,推進傳動裝置; 螺槳機械傳動裝置,
21374473,propelling machine,推進機,
21374474,propelling machinery,推進機械,
21374475,propelling motor,推進電動機; 推進馬達,
21374476,propelling plant,推進機械; 推進裝置,
21374477,propulsion engine,推進引擎; 推進發動機,
21374478,propulsion gear,推進傳動裝置; 推進裝置,
21374479,propulsion generator,推進發電機,
21374480,propulsion reduction gear,推進用減速齒輪裝置;  主減速齒輪,
21374481,propulsion turbine,推進渦輪機,
21374482,propulsive engine,推進引擎; 推進發動機,
21374483,propylene glycol,丙二醇,
21374484,propylene glycol ethyl ether,丙二醇乙醚,
21374485,propylene glycol methyl ether,丙二醇甲醚,
21374486,propylene tetramer,四聚丙烯,
21374487,protocol equipment,三合一科技支撐滾輪支架,
21374488,proton exchange membrane fuel cell (PEMFC),質子變換膜燃料電池,
21374489,pseudo pressure,擬似壓力; 擬壓力,
21374490,public address system,公共廣播系統,
21374491,Pulse Repetition Rate (PRR),脈波複現率,
21374492,pumping platform,泵送平臺; 集輸平臺,
21374493,punched - card computer,打卡電腦; 穿孔卡計算機,
21374494,purely thermal interaction,純熱交互作用,
21374495,push-up pressure,推入壓力,
21374496,quadrature,求積,
21374497,quadrature spectrum,正叉譜; 直角相位差頻譜,
21374498,qualified person,檢定認可人員,
21374499,quality,乾度; 品質,
21374500,quality level,品質等級,
21374501,quantized computer,量化計算機; 量子化電腦,
21374502,quantum computer,量子電腦; 量子計算機,
21374503,quarters platform,住艙平臺; 居住平臺,
21374504,quasi equilibrium process,準平衡過程,
21374505,quasi-equilibrium process,準平衡過程,
21374506,quasi-longitudinal stress wave,準縱向應力波,
21374507,quasi-static load,準靜態負荷,
21374508,quasi-static process,準靜態過程,
21374509,quefrency,倒頻率; 類頻率; 擬頻率; 逆頻,
21374510,quefrency domain,逆頻率域,
21374511,quick check,快速核對; 快速核算,
21374512,radar data computer,雷達數據計算機,
21374513,radar Doppler automatic navigator,都卜勒雷達自動導航系統,
21374514,radar navigator,雷達導航儀,
21374515,radial friction welding (RFW),徑向摩擦銲,
21374516,Radiation Absorbant Material (RAM),輻射吸收材料,
21374517,radiation angle,輻射角,
21374518,Radiation Hazard (RADHAZ),輻射危害,
21374519,radiation index,輻射指標,
21374520,radiation ratio,輻射比; 輻射率,
21374521,radio communication,無線電通信,
21374522,radio directon finding (RDF),無線電測向儀,
21374523,Radio Frequency Identification (RFID),射頻識別; 電子標籤,
21374524,raised deck,低艉甲板; 階式甲板; 升高甲板,
21374525,raised platform,升高平臺,
21374526,range of qualification,檢定認可範圍,
21374527,rangefinder platform,測距儀平臺,
21374528,ranging computer,目標距離計算機; 測距計算機,
21374529,rarefaction wave,疏密波,
21374530,ratification,批准; 核准,
21374531,rattle,喀喀聲; 嘎嘎聲(代表撞擊聲),
21374532,ray acoustics,射線聲學,
21374533,rayon,嫘縈,
21374534,reactant,反應物,
21374535,real - time computer,實時計算機,
21374536,real gas,真實氣體,
21374537,realistic estimate,務實估計值; 實際估計值,
21374538,real-time kinematic (RTK),即時動態定位; 實時動態定位,
21374539,rear link set,後方通信聯絡臺,
21374540,rear linkage,拖拉機後懸掛連桿裝置,
21374541,recognized body,認證機構; 認證團體,
21374542,recoil effect,後座效應,
21374543,recoil force,後座力,
21374544,recoil system,緩衝系統,
21374545,recording level,紀錄等級,
21374546,recycled airhandling unit (RCU),循環空調箱,
21374547,reduced pressure,約化壓力,
21374548,reduced row echelon form,簡約列梯形矩陣; 簡化列階梯形矩陣,
21374549,reduction,軋壓,
21374550,reflection,反射,
21374551,reflection phase change,反射相位突變,
21374552,reflection sound,反射音; 反射聲,
21374553,reformer,重組器,
21374554,reforming,重組,
21374555,refraction,折射,
21374556,reinforcement in butt weld,對接銲道餘高,
21374557,relative stiffness,相對勁度,
21374558,"reliability, availibility and maintenance (RAM)",可靠度、妥善率與維保,
21374559,reliable estimation,可靠估算,
21374560,Requirement Management (RM),需求管理,
21374561,rescue airfield,救援機場,
21374562,rescue depot,救援站,
21374563,rescue operation,救援作業; 救援行動,
21374564,rescue port,救援港,
21374565,rescue seat,救援艙口座,
21374566,rescue site,救援現場,
21374567,rescue sortie,營救出擊,
21374568,Research and Development (R&D),研究與發展,
21374569,reserve strength,預留強度,
21374570,residual welding stress,銲接殘留應力,
21374571,resin matrix,樹脂基材,
21374572,Response Against Attack on Munitions (RATTAM),軍火攻擊的迎面回應,
21374573,retarded time,延遲時間,
21374574,reverse-water gas shift reaction,逆向水氣變化反應,
21374575,reversible work,可逆功,
21374576,rimmed steel,未淨鋼; 沸騰鋼,
21374577,ring fender gravity platform,環型防護重力式平臺,
21374578,risk assessment for auditing,稽核風險評估,
21374579,risk factor,風險因素,
21374580,risk level,危險度; 危險等級,
21374581,risk parameter,風險參數,
21374582,road map,路線圖; 產品路線圖; 藍圖; 路標; 計畫; 策略,
21374583,robotic welding,機器人銲接,
21374584,rocket launching computer,火箭發射系統計算機; 火箭發射計算機,
21374585,rocking motion,搖動,
21374586,root defect,銲根缺陷,
21374587,root radius,根部半徑,
21374588,root run,根部銲道,
21374589,rotating piston,轉動式活塞,
21374590,rotating platform,轉臺,
21374591,rotational distortion,回轉扭曲,
21374592,rotational frequency,旋轉頻率,
21374593,rough estimate,粗略估算; 近似估算,
21374594,rough order of magnitude (ROM),粗略量級估算,
21374595,round-the-world cruise,環球航行,
21374596,row canonical form,列規範形矩陣,
21374597,row-echelon form,列階梯形矩陣,
21374598,Royal Air Force (RAF),皇家空軍;  英國空軍,
21374599,Royal Fleet Auxiliary (RFA),皇家海軍輔助艦隊,
21374600,Royal Navy (RN),皇家海軍;  英國海軍,
21374601,rudder effectiveness,舵效,
21374602,ruling section,指定斷面; 等效斷面; 計量斷面; 等圓斷面,
21374603,run-off plate,終端導板; 終端引出板,
21374604,run-on plate,前端導板; 前端引弧板,
21374605,rupture life,破壞前使用期限,
21374606,Sabatier reaction,薩巴捷反應,
21374607,safe - load computer,船舶安全負載電腦; 安全負載電腦,
21374608,safekeeping life,安全儲存期限,
21374609,safety data sheet (SDS),安全資料表,
21374610,Safety Managemert System (SMS),安全管理系統,
21374611,safety of navigation,航行安全,
21374612,Satellite Communications (SATCOMM),衛星通訊,
21374613,satellite computer,衛星計算機; 輔助計算機,
21374614,satellite navigation computer,衛星導航計算機,
21374615,satellite navigator,衛星導航儀,
21374616,satellite platform,衛星平臺; 輔平臺(石油探勘、開採),
21374617,satellite-based augmentation system (SBAS),星基增強系統; 衛星增強系統,
21374618,satellite-based positioning system,星基定位系統; 衛星定位系統,
21374619,satellite-central gathering platform,衛星井油氣集輸中心平臺; 衛星-中央採集平臺,
21374620,satiability and loadlines on fishing vessel's safety,漁船安全之穩度與載重線,
21374621,satisfactorily inspected,認可檢查,
21374622,saturated liquid,飽和液體; 飽和溶液,
21374623,scattering,散射,
21374624,Schottel navigator,蕭特爾航行器; 懸掛式轉向航行器,
21374625,sea acceptance test (SAT),海上驗收試驗,
21374626,sea lines of communication (SLOC),海上交通線,
21374627,sea water temperature cooler,海水進出溫度冷卻器,
21374628,seal weld,防漏銲; 封底銲; 密封銲道,
21374629,Sea-Launched Cruise Missile (SCLM),海射巡弋飛彈,
21374630,searchlight platform,探照燈平臺,
21374631,seastar mini tension leg platform (seastar mini TLP),海星型迷你張力腿式平臺,
21374632,sec-amyl alcohol,2-戊醇; 仲戊醇; 第二戊醇; 另戊醇,
21374633,sec-butyl acetate,醋酸另丁酯; 乙酸第二丁酯,
21374634,sec-butyl alcohol,第二丁醇,
21374635,second law efficiency,第二定律效率,
21374636,second law of thermodynamics,熱力學第二定律,
21374637,secondary structure,次結構; 第二級结構,
21374638,SECT buoy,潛艦緊急通訊發射機浮標,
21374639,securing flat bar,固定用扁條,
21374640,Segregated Ballast Tank (SBT),隔離壓載水艙,
21374641,self - programming computer,自編程序計算機,
21374642,self - relative computer,自相對電腦,
21374643,self-adjoint,自伴; 自共軛; 自伴隨,
21374644,self-adjoint operator,自伴算子,
21374645,self-contained type platform,自給式平臺,
21374646,self-elevating drilling platform with leg,樁腿自升式鑽井平臺,
21374647,self-elevating drilling platform with shoe,樁靴自升式鑽井平臺,
21374648,self-elevating platform,自升降式平臺,
21374649,semiactive homing,半主動歸向; 半主動追蹤,
21374650,semi-killed steel,半淨鋼; 半脫氧鋼,
21374651,semi-submersible platform,半潛式平臺,
21374652,sequence - controlled computer,順序控制計算機,
21374653,sequential control,程序控制,
21374654,serial computer,序列電腦; 串行計算機,
21374655,service life,使用壽命; 折舊期限,
21374656,serviceability limit state (SLS),適用性極限狀態,
21374657,serviceable life,使用壽命; 折舊期限,
21374658,severity level,嚴重程度,
21374659,shear action,剪切作用,
21374660,shear damping matrix,剪切阻尼矩陣,
21374661,shear effect,剪切效應,
21374662,shear lag effect,剪滯效應,
21374663,shear out failure,剪切破壞,
21374664,shearing effect,剪切效應,
21374665,sheet-stiffener combination,薄板-加筋材组合體,
21374666,shelf life,擱置壽命; 安全儲存期限; 保存有效時間,
21374667,shell frame,舷肋骨; 側肋骨,
21374668,shell-stiffener combination,殼-肋组合體,
21374669,shielding of shipboard gun,艦炮防護,
21374670,ship construction,船舶構造,
21374671,Ship Construction File (SCF),船舶建造檔案,
21374672,ship design,船舶設計,
21374673,ship face resonance,艦面共振,
21374674,ship gun defence,艦炮防禦,
21374675,ship inertial navigation system (SINS),艦船慣性導航系統,
21374676,ship replenishment,艦艇補給,
21374677,ship service fuel cell,船用燃料電池,
21374678,ship side,船側板,
21374679,ship strength,船舶強度,
21374680,Ship(s) Taken Up From Trade (STUFT),徵租商船,
21374681,shipborne missile test,艦載飛彈試驗,
21374682,shipborne missile weapon system test,艦載飛彈武器系統試驗,
21374683,shipborne phosphorated chemical agent alarm unit,潛艦用含磷毒劑警報儀,
21374684,shipborne torpedo weapon system test,艦載魚雷武器系統試驗,
21374685,shipborne γ radiation meter,潛艦用γ輻射探測儀,
21374686,ship-integrated fuel cell,艦船整合燃料電池,
21374687,ship's effective life,船舶有效使用壽命,
21374688,ship's life,船舶使用壽命; 船舶壽期,
21374689,ship's loading computer,船舶裝載電腦; 船舶配載計算機,
21374690,ship-to-air missile,艦對空飛彈,
21374691,shock and vibration mounting,防震減振支座,
21374692,shoe self-elevating drilling platform,樁靴式自升鑽井平臺,
21374693,shoring platform,撑柱平臺,
21374694,Short Take-off and Landing (VSTOL),短場起降,
21374695,shot or sand blasting,噴珠或噴砂除鏽,
21374696,shrinkage distortion,收縮扭曲,
21374697,shut-off valve flange,關斷閥凸緣,
21374698,shut-off valve spindle,關斷閥心軸,
21374699,side band,邊帶; 邊頻帶,
21374700,side shell frame,舷側外板肋骨,
21374701,side shell longitudinal,舷側外板縱材,
21374702,side tank,側艙,
21374703,sideslip angle,側滑角; 側漂角; 偏流角,
21374704,sidewash angle,側洗角,
21374705,sifting property,篩選性質,
21374706,sigle layer potential,單層位能,
21374707,sign convention,符號規定; 符號慣例,
21374708,signal data generator,信號數據產生器,
21374709,Signals Intelligence (SIGINT),信號情報,
21374710,Signals Intelligence (SIGLINT),信號情報,
21374711,signature reduction measure (SRM),訊跡消減措施,
21374712,significant parameter,有義參數; 重要參數; 關鍵參數,
21374713,similar solution,相似解,
21374714,simply supported grillage,簡支格架,
21374715,simulation target electro-magnetic-field minesweeping gear,目標模擬式電磁掃雷具,
21374716,simultaneous computer,同步電腦; 同時操作計算機,
21374717,single edge notch bend (SENB),單緣缺口彎曲,
21374718,single lap joint,單搭接; 單搭接接頭,
21374719,single shot computer,一次運算計算機,
21374720,single-J butt weld,單側－Ｊ形對接銲道,
21374721,single-leg concrete platform,單柱式混凝土平臺,
21374722,single-run welding,單道銲接,
21374723,single-side welding,單側銲接,
21374724,single-U butt weld,單側－Ｕ形對接銲道,
21374725,single-V butt weld,單側－Ｖ形對接銲道,
21374726,site weld,現場銲接銲道,
21374727,slewing ring,迴旋環,
21374728,slipping,滑動; 打滑; 空轉; 圖像失真; 延期,
21374729,slipway platform,船臺平臺,
21374730,sloping platform,傾斜平臺,
21374731,slot weld,槽銲; 塞槽銲道,
21374732,small fast craft,小型快艇,
21374733,smoke-tight integrity,防煙完整性,
21374734,Snell law,斯涅爾定律; 折射定律,
21374735,sodium aluminosilicate slurry,鋁矽酸鈉漿,
21374736,soft data,軟數據,
21374737,soft structure,軟性結構; 柔軟結構,
21374738,solid oxide fuel cell (SOFC),固體氧化物燃料電池,
21374739,solid state computer,固態計算機,
21374740,solidification crack,凝固裂紋,
21374741,sonar data computer,聲納數據計算機,
21374742,sonar Doppler navigator,都卜勒聲納導航儀,
21374743,sound source,聲源,
21374744,sounding platform,測深臺,
21374745,spar platform,筒狀平臺; 單柱平臺; 深水單柱式平臺,
21374746,spar tower platform,塔筒式平臺,
21374747,spar type drilling rig,浮圓筒型鑽探平臺,
21374748,special - purpose computer,專用計算機,
21374749,special solution,特別解,
21374750,specific exhaust gas flow,單位馬力廢氣流量,
21374751,specific limitation,特别限制,
21374752,spectral density,頻譜密度,
21374753,Sperry gyro navigator,斯佩里陀螺導航儀,
21374754,spindle axis,轉軸線(可控螺距螺槳中用以改變螺距之旋轉主軸),
21374755,spongy surface appearance,海綿狀表面外觀(空化造成),
21374756,spread,雙體船半體距; 多體船片體跨距; 半體距; 片體跨距,
21374757,square butt weld,方形對接銲道; Ｉ形對接銲道,
21374758,squat platform,矮型平臺; 蹲式平臺,
21374759,squeak,吱吱聲(代表摩擦聲),
21374760,Squeak and Rattle test (S & R test),異響測試; 異音測試,
21374761,stability computer,穩度計算機,
21374762,stability of shipboard gun,艦炮穩定,
21374763,stabilized platform,穩定平臺,
21374764,stable platform,穩定平臺,
21374765,stacking line,衍生線; 母線,
21374766,stadia computer,視距計算機,
21374767,standard mass distribution,標準質量分布,
21374768,standard welding procedure specification,標準銲接程式規範書,
21374769,Standardisation Agreement (STANAG),標準化協議(北約),
21374770,standards of training and watch keeping,訓練與當值標準,
21374771,stand-by computer,備用電腦; 待命計算機,
21374772,Standing Naval Force Atlantic (STANAVFORLANT),大西洋常備海軍部隊,
21374773,state of tide,潮汐狀態; 潮況,
21374774,state property,狀態性質,
21374775,state variable,狀態變數,
21374776,static equilibrium stability,靜平衡穩度,
21374777,static load component,靜態負荷成分,
