ID,英文詞彙,中文詞彙,更新日期
21333862,physical training,體能訓練,
21333863,pick and roll,擋切,
21333864,picket fence,柵門障礙,
21333865,pike,屈體,
21333866,pin,旗桿,
21333867,pinch hitter,代打,
21333868,pinch runner,代跑,
21333869,Ping-Pong diplomacy,乒乓外交,
21333870,pintail,典型長板,
21333871,pirouette,變換障礙的旋轉,
21333872,piste,指定滑雪區域,
21333873,pistol,手槍,
21333874,pit,維修區,
21333875,pitch,球場,
21333876,pitcher,投手,
21333877,pitcher's circle,投手圈,
21333878,pitching,投球,
21333879,pitching coach,投手教練,
21333880,pivot,轉旋,
21333881,pivot foot,軸心腳,
21333882,pivot on the forehand,前腳(肢)旋轉,
21333883,pivot on the heel,轉腳跟,
21333884,pivot on the quarters,後腳(肢)旋轉,
21333885,pivots,旋轉,
21333886,place,名次,
21333887,placement,落點,
21333888,planche,擊劍場；水平支撐,
21333889,planter box,插斗(撐竿跳),
21333890,platform,跳台,
21333891,play ,玩(控)球(五人制足球),
21333892,play dance,遊戲舞蹈,
21333893,play group,遊戲團體,
21333894,play impulse,遊戲衝動,
21333895,play in sets,計局制,
21333896,player benches,球員座席區,
21333897,players,球員,
21333898,players' equipment,球員裝備,
21333899,playing court ,球場{水球},
21333900,playing distance,玩(控)球的距離(五人制足球),
21333901,playing styles,打法類型,
21333902,playing time,比賽時間  ,
21333903,playoff,季後賽,
21333904,plio push up,伏地挺身推躍,
21333905,plyometrics,增強式訓練,
21333906,pocket,正確進球點,
21333907,pocket grip,口袋抓法,
21333908,point,箭簇{射箭},
21333909,point darret,劍頸,
21333910,point guard,控球後衛,
21333911,point of denouement,搶跑道標誌點；搶道起點,
21333912,points + elimination race,記點淘汰賽,
21333913,points race,領先計分賽,
21333914,points scale,積分表,
21333915,pole vault,撐竿跳高,
21333916,pole vault lath,撐竿跳高之橫桿,
21333917,policy analysis of physical education and sports,體育政策分析,
21333918,policy discourse of physical education and sport,體育政策論述,
21333919,pommel horse,鞍馬,
21333920,pommel horse dismount elements,鞍馬項目結束動作,
21333921,pommel horse groups,鞍馬項目組群動作,
21333922,port,碼頭；左舷航行(帆船)；左舷,
21333923,port tack,左舷受風,
21333924,position of player,球員位置,
21333925,positional fault,位置錯誤,
21333926,positions,守備位置,
21333927,positive attacking,主動攻擊,
21333928,positive energy balance,能量正平衡,
21333929,positive priming,正向觸發,
21333930,post-colonialism,後殖民主義,
21333931,post-modern dance,後現代舞蹈,
21333932,post-modernism,後現代主義,
21333933,post-structuralism,後結構主義,
21333934,postpone,推進,
21333935,postponement signals,延遲信號,
21333936,posts,角旗杆,
21333937,pots-olympism,後奧林匹克主義,
21333938,power,爆發力,
21333939,power forward,大前鋒,
21333940,power play,優勢處境（冰上曲棍球）；強勢比賽,
21333941,power training,爆發力訓練,
21333942,powerboat,動力艇,
21333943,practice trails,賽前練習,
21333944,pre-race briefing,賽前技術會議,
21333945,preliminary,預賽,
21333946,preliminary entries,原始報名,
21333947,preliminary round,預賽,
21333948,preliminary swing,預擺動作(鐵餅),
21333949,preliminery,準備級,
21333950,preparatory signals,預備信號,
21333951,prequalified skaters,種子選手,
21333952,president of the Jury,裁判長,
21333953,press handstands,慢舉倒立系列動作,
21333954,press-out,推舉,
21333955,pressure,壓劍,
21333956,prime,一分位姿勢,
21333957,principles of kinesiology,人體運動學原理,
21333958,principles of physical education,體育原理,
21333959,prix saint george,聖喬治級,
21333960,pro-am,職業與業餘配對賽,
21333961,process goals,過程目標,
21333962,product liability,商品責任,
21333963,professional boxing,職業拳擊,
21333964,Professional Golfers Association{=PGA},職業高爾球協會,
21333965,professional sports leagues,職業運動聯盟,
21333966,professional tournament,職業巡迴賽,
21333967,Profile of Mood State {= PMS},盤斯心情量表,
21333968,progressive relaxation,漸進放鬆法,
21333969,progressive resistance exercise,漸進式阻力運動,
21333970,prologue,序幕賽,
21333971,proprioception,本體感覺,
21333972,Protection Rest Icing Compression Elevation {= PRICE},急性運動傷害處理原則,
21333973,protective gear,護具,
21333974,protest,申訴；抗議,
21333975,protests,抗議,
21333976,protocol,成績紀錄表,
21333977,provisional ball,暫定球（保齡球）,
21333978,Psychological Skills Training {= PST},心理技能訓練,
21333979,psychological well-being,心理康寧,
21333980,psychoneuromuscular theory,心理神經肌肉理論,
21333981,public sports facilities,公共運動設施,
21333982,puck,球餅（冰上曲棍球）；冰球,
21333983,pull,控馬慢跑,
21333984,pull up ,撐竿跳高的引體向上,
21333985,pulling,划水,
21333986,pulling the goalie,守門員加入進攻,
21333987,pump,打氣筒,
21333988,pumping,土坡技術,
21333989,punch shot  ,低飛球,
21333990,punching,擊球（足球）,
21333991,punching ball,拳擊速度球,
21333992,punchure,爆胎,
21333993,puncture,破胎,
21333994,purebred,純種馬,
21333995,purity of sport,競技運動純潔性,
21333996,pursuit line,追逐線,
21333997,pursuit lines,追逐線,
21333998,push,推人{田徑},
21333999,push shot,推球（羽球）,
21334000,push stroke,推球（曲棍球）,
21334001,push-in,推球入界,
21334002,pushed chain ,鏈條,
21334003,putter,推桿,
21334004,putting area,鉛球投擲區,
21334005,putting circle ,鉛球投擲圈,
21334006,putting green,果嶺；球洞區,
21334007,quadruple sculls,四人雙槳,
21334008,qualification events for olympic games,奧運會資格賽,
21334009,qualification round ,資格賽,
21334010,qualification round competitions,資格賽(射擊),
21334011,qualification rounds,資格賽,
21334012,qualifying competition,資格賽,
21334013,qualitative analysis,定性分析,
21334014,qualitative analysis of movement,運動定性分析,
21334015,quality workouts,高質量訓練,
21334016,quantitative analysis of movement,運動定量分析,
21334017,quarter-circles,射門圈弧形虛線,
21334018,quarterpipes,四分之一管(動作),
21334019,quick attack,快攻（排球）,
21334020,quick free kick ,快開自由球 ,
21334021,quick lane,快球道,
21334022,quick return pitch,突襲投球,
21334023,quick start,快速啟航,
21334024,rabbit punch,擊打後腦,
21334025,race area flag,競賽區標誌,
21334026,race course,比賽路線,
21334027,race judges,比賽中途裁判,
21334028,race number,號碼布,
21334029,race packet,比賽包,
21334030,race walking,競走,
21334031,race walking events,競走項目,
21334032,race walking judge,競走項目裁判,
21334033,racing course,輕艇競賽場地,
21334034,racing flats,輕質運動鞋,
21334035,racing pattern,比賽模式,
21334036,Racing Rules of Sailing{=RRS},帆船競賽規則,
21334037,racingBMX,競速小輪車,
21334038,racket,球拍,
21334039,radio tour,競賽播報,
21334040,radio-tour,競賽播報,
21334041,raise the bow,舉弓,
21334042,rake ,平耙(平沙池用),
21334043,rally,相持,
21334044,rally point system,落地得分制,
21334045,rally replay,公正球（排球）,
21334046,randori,自由對練,
21334047,range command,靶場口令,
21334048,range officer,靶場裁判,
21334049,ranger finder,標記點,
21334050,ranking,排名,
21334051,ranking round,排名賽,
21334052,rapid fire pistol,快設手槍,
21334053,rapier,輕劍,
21334054,Rating of Perceived Exertion {= RPE},自覺運動強度量表,
21334055,ratings,收視率,
21334056,re-attack,再進攻,
21334057,re-entry,再上場,
21334058,re-entry area,重新入場區,
21334059,reaching,側向航行區,
21334060,reaction time,起跑反應；反應時間,
21334061,read the green  ,判讀果嶺,
21334062,rear foot,後腳,
21334063,rear lunge,原地弓步刺,
21334064,rebound,籃板球,
21334065,recall,召回(帆船)；召回運動員重跑,
21334066,recall signals,召回信號,
21334067,recallers,召回發令員,
21334068,receive,接發球；接球（曲棍球）,
21334069,receive side,接球方,
21334070,receiver,接發球者,
21334071,reckless ,魯莽,
21334072,recoating oiling,上油（保齡球）,
21334073,recognised mishap,公認事故(自由車),
21334074,record marker ,記錄標誌 ,
21334075,recover,弓箭步還原,
21334076,recovery,移臂還原；恢復,
21334077,recovery shot　,再擊球,
21334078,recreation,遊憩,
21334079,recreation experience,遊憩體驗,
21334080,recreational therapy,遊憩治療,
21334081,recurve bow,反曲弓,
21334082,red　corner,紅角選手,
21334083,red line ,紅線,
21334084,redistribution of blood flow,血流重新分配,
21334085,redouble,重複進攻,
21334086,redpoint,練習後完攀,
21334087,reef points,縮帆點,
21334088,referee,裁判；主審（柔道）；裁判長(游泳),
21334089,referee crease,裁判區,
21334090,referee light system,裁判燈系統,
21334091,referee shin guards,裁判護脛,
21334092,referee stop contes{=RSC},裁定,
21334093,referee's discretion,裁判的自由裁量權 (鐵人三項),
21334094,referees,台上裁判(拳擊),
21334095,referees' tables,裁判席,
21334096,refreshment station,補給站,
21334097,refuse,拒跳超越障礙,
21334098,regatta sailing,帆船賽,
21334099,Regu event,三人賽,
21334100,regular stance,左腳在前,
21334101,regulations for doping,運動禁藥管制辦法,
21334102,rehydration,復水；補充水分,
21334103,rein,韁繩,
21334104,rein back,控馬後腿,
21334105,reinstatement,復職,
21334106,relaxation techniques,放鬆技巧,
21334107,relay,接力；接力跑,
21334108,relay baton ,接力棒 ,
21334109,relay exchange zone,接力區,
21334110,relay race,接力賽跑,
21334111,relay with 2 pentathletes,二人接力賽,
21334112,relay zone,交接區,
21334113,release,放箭,
21334114,relegate,降級,
21334115,reliability,信度,
21334116,relief-pitcher,救援投手,
21334117,religious dance,宗教舞蹈,
21334118,remise,延續攻擊,
21334119,removal from the game,勒令退場,
21334120,renraku waza,連絡動作,
21334121,repair shop,修艇處,
21334122,repeat runs ,重複跑,
21334123,repecharge,複賽,
21334124,repetition run,反覆跑,
21334125,replace　,重置球,
21334126,replacement,替換（排球）,
21334127,replacement player,替換球員,
21334128,repulsion,推撐,
21334129,repulsion power,反彈力,
21334130,rescue boat,教生船,
21334131,reserve athletes,候補選手,
21334132,reserve referees,預備裁判,
21334133,reset,重排,
21334134,resistance,抗拒；阻力,
21334135,Respiratory Exchange Ratio {= RER},呼吸交換率,
21334136,restart ,重新開始,
21334137,restive,難駕馭的,
21334138,result area,候分區,
21334139,return smash,接殺球,
21334140,reverse diving,反身跳水,
21334141,reverse step,緩衝步,
21334142,reverse stick drive,反向擊球,
21334143,reverse sticks,反向棒(冰上曲棍球),
21334144,reversibility,可逆性原則,
21334145,review officer,審查員,
21334146,rhythm,節奏,
21334147,Rhythmic Gymnastics World Championships,韻律體操世界錦標賽,
21334148,Rhythmic Gymnastics World Cup Series,韻律體操世界盃系列賽,
21334149,rhythmic steps,韻律步伐,
21334150,ribbon,彩帶,
21334151,riding boot,馬靴,
21334152,riding cap,騎手帽,
21334153,riding costume,騎手服裝,
21334154,riding glove,騎手手套,
21334155,riding habite,女騎手服裝,
21334156,riding position,騎乘位置,
21334157,rifle,步槍,
21334158,rifle 3 positions ,步槍三姿,
21334159,rifle prone ,步槍俯姿,
21334160,rigger,槳架,
21334161,right fielder ,右外野手,
21334162,right lunge,右側劈擊,
21334163,right of privacy,隱私權,
21334164,right of way,航行權,
21334165,right rotary serve,右旋式發球,
21334166,right-side spin,右側旋球,
21334167,ring giant swing,吊環大迴環,
21334168,ring jump,結環跳,
21334169,rings,吊環,
21334170,rings dismount,吊環項目結束動作,
21334171,rings groups,吊環項目組群動作,
21334172,rink,冰球場,
21334173,riposte,回擊(擊劍),
21334174,rising tide,漲潮,
21334175,road circuit racing,公路賽,
21334176,road race ,路跑賽事,
21334177,road races,路跑賽事,
21334178,Roger Caillois,羅傑.卡約瓦,
21334179,roll,繞閃,
21334180,roll backward,後滾翻,
21334181,roll elements,滾翻系列動作,
21334182,roll forward,前滾翻,
21334183,rolling,滾動,
21334184,rolling receive,滾翻救球,
21334185,romantic ballet,浪漫芭蕾,
21334186,rookie,新秀；菜鳥,
21334187,rope,繩,
21334188,rosin,松香,
21334189,rotary style throw,旋轉式投擲,
21334190,rotation,輪轉,
21334191,rotation per minute{=RPM},轉速,
21334192,rotator cuff ,旋轉肌群,
21334193,rough,長草區,
21334194,roughing,揮拳;推擠,
21334195,round a mark,繞標,
21334196,round off,側翻內轉體1/4,
21334197,round off entry to salto elements,側翻內轉後手翻撐馬接空翻系列動作,
21334198,round off entry to twist elements on vaulting horse,跳馬側翻內轉後手翻撐馬接轉體系列動作,
21334199,round robin,循環賽,
21334200,round the head stroke,繞頭擊球,
21334201,routine,自選動作,
21334202,routine panel,自選動作評審團,
21334203,rower,划船運動員,
21334204,rowing,划船,
21334205,rowing regatta,划船比賽,
21334206,rubber,膠皮；冰球,
21334207,rubber boat,橡皮艇,
21334208,rudder,船舵,
21334209,rules,規則,
21334210,run,跑動{射擊},
21334211,run up,助跑,
21334212,run-in ,最後衝刺,
21334213,run-up mark ,助跑標誌 ,
21334214,runabout bit,嚼子(咬口),
21334215,runner's diarrhea,跑步者的腹瀉,
21334216,runner’s knee,跑步膝,
21334217,running,正順航行區(帆船),
21334218,running approach,助跑,
21334219,running economy,跑步經濟性,
21334220,running event,路跑賽事,
21334221,running gallop,騎馬奔馳(襲步),
21334222,running in lane,分道賽跑,
21334223,running martingale,滑動式馬丁革,
21334224,running race,路跑賽事,
21334225,running target,移動靶,
21334226,running target mixed ,混合移動靶,
21334227,running tights,緊身衣,
21334228,running walk,跑慢步,
21334229,running with the ball,運球（足球）,
21334230,runway,助跑道,
21334231,S style pull,S型划水,
21334232,sabre,佩劍,
21334233,sabre fencer,佩劍運動員,
21334234,saddle,馬鞍,
21334235,safe,解除保護,
21334236,safety boat,救生艇,
21334237,safety cage,護網；保護籠,
21334238,safety flag,安全旗,
21334239,safety helmet,安全帽（帆船）,
21334240,safety line,安全線,
21334241,safety officer,安全人員,
21334242,safety zone,安全區,
21334243,sag-wagon,收容車,
21334244,sail number,帆號,
21334245,sailing,帆船,
21334246,sailing instructions,航行指示書,
21334247,salto sideward elements,側空翻系列動作,
21334248,salute,敬禮,
21334249,same tack,同舷風,
21334250,sanction  ,處分 ,
21334251,sand,沙坑,
21334252,sand run,沙地跑,
21334253,sankaku-jime,三角勒,
21334254,sasae tsurikomi ashi,釣進掃腳,
21334255,save,撲救,
21334256,scale of points,積分表,
21334257,scales,磅秤,
21334258,school figure,訓練步伐,
21334259,school horse,受訓練的馬,
21334260,science of dance,舞蹈科學,
21334261,scientific selection,科學選材,
21334262,scissor elements,交叉系列動作,
21334263,scissors jump,剪式跳高,
21334264,scoop,挑球（曲棍球）,
21334265,score board,記分板,
21334266,score cards,計分卡,
21334267,scorer,紀錄員（排球）；計分員（保齡球）,
21334268,scorers,計分員,
21334269,scoring apparatus,電子審判器,
21334270,scoring office,記錄處,
21334271,scoring points,得分（拳擊）,
21334272,scoring ring,分環,
21334273,scoring table,記錄台,
21334274,Scramble Competition,史特蘭伯賽,
21334275,scratch,集體出發賽；捕捉賽,
21334276,screen,掩護（籃球）,
21334277,screening,掩護 ,
21334278,seasonal best,本季最佳,
21334279,seat,鞍座,
21334280,second baseman ,二壘手,
21334281,second beat,二分位姿勢擊打,
21334282,second point；thirty,30分 (網球),
21334283,second referee,第二裁判（排球）,
21334284,second serve,第二發球（網球）,
21334285,secondary exercise dependence,次級運動依賴,
21334286,seconds out,助手退場,
21334287,sector flag ,投擲區的標誌旗,
21334288,sector line ,投擲區的角度綫,
21334289,sedentary lifestyle,坐式生活型態,
21334290,seeding,種子選手,
21334291,selection index,選材指標,
21334292,selection method,選材方法,
21334293,selection of motor skills,動作技能選材,
21334294,selection principle,選材原則,
21334295,self-actualization,自我實現,
21334296,self-knowledge,自我知識,
21334297,self-presentation,自我呈現,
21334298,semi-automatic officiating equipment,半自動計時裝置,
21334299,semi-final,複賽,
21334300,sending-off,判罰離場（足球）；給紅牌驅逐離場,
21334301,senior skaters,成年組,
21334302,seoi nage,過肩摔,
21334303,seoi-nage,過肩摔,
21334304,septime,七分位姿勢,
21334305,series of elements starting in upper arm position on parallel bars,雙槓掛臂擺動系列動作,
21334306,series of long hang swing,懸垂擺動系列動作,
21334307,series of underswing (basketswing or castswing),槓下弧形擺動系列動作,
21334308,serious foul play ,嚴重犯規(須紅牌出場),
21334309,serious injury ,嚴重受傷,
21334310,serve,發球,
21334311,serve floating,發飄浮球,
21334312,serve order,發球順序,
21334313,serve spin,發旋轉球,
21334314,server,發球者,
21334315,service,發球,
21334316,service fault,發球犯規,
21334317,service line,發球線,
21334318,serving side,發球方,
21334319,set  ,預備,
21334320,set fair,幫馬梳理,
21334321,set up,舉球,
21334322,seventh,七分位姿勢,
21334323,seventh beat,七分位姿勢擊打,
21334324,seventh invito,七分位姿勢挑引,
21334325,seventh parry,七分位姿勢防守,
21334326,severe injury ,嚴重重傷,
21334327,sexual harassment,性騷擾,
21334328,shadow boxing,空拳,
21334329,shadow obstruction,交叉阻檔,
21334330,shaft,球桿,
21334331,shake-hand grip,橫式握拍,
21334332,shank ,斜飛球,
21334333,shape,身形,
21334334,sheep jump,羊跳,
21334335,shido,指導,
21334336,shifting attack,移位攻擊,
21334337,shime-waza,勒頸法,
21334338,shin pad,護脛,
21334339,shin splints  ,脛痛,
21334340,shock,後避震,
21334341,shoot-off,決賽加射（射箭）,
21334342,shooter,射手,
21334343,shooting,射門（足球）,
21334344,shooting at goal,射門（足球）,
21334345,shooting guard,得分後衛,
21334346,shooting line,射擊線,
21334347,shooting range,射擊場,
21334348,shootout,點球大戰 ,
21334349,shoretened gait,縮短步伐,
21334350,short ball,放短球,
21334351,short corner,近角球,
21334352,short course,短水道,
21334353,short game  ,短擊球,
21334354,short handed,比敵方少人（冰上曲棍球）,
21334355,short iron,短鐵桿；8~9號鐵桿,
21334356,short pimple rubber,短顆粒膠皮,
21334357,short-distance run,短距離賽跑,
21334358,shortboard,短板,
21334359,shorthanded,人手不足,
21334360,shortstop ,游擊手,
21334361,shot,鉛球,
21334362,shot clock,進攻時間,
21334363,shot clock violation,24秒違例(籃球),
21334364,shot put,推鉛球,
21334365,shot put effective landing area,鉛球有效著地區,
21334366,shotgun,飛靶槍,
21334367,shoulder  block,肩擋法,
21334368,shoulder cut serve,肩上切發球,
21334369,shoulder pads,護肩,
21334370,shoulder shrug technique,傾前肩部衝線技巧,
21334371,shoulder-in,肩內轉,
21334372,show jumping competition,障礙超越賽,
21334373,show skating,團體溜冰,
21334374,showtime,表演時間,
21334375,shrug finish ,傾前肩部衝綫,
21334376,siddle pad,汗墊,
21334377,side bands,標誌帶,
21334378,side pull stroke,側拉划,
21334379,side referees,兩側裁判,
21334380,side resistance,側向阻力,
21334381,sideline,邊線,
21334382,sideline referee,邊線裁判,
21334383,sidespin,側旋球,
21334384,sideways driving leg aid,側方推進腿扶助,
21334385,sighting shots,試射彈,
21334386,sighting time,試射時間,
21334387,signal  ,訊號,
21334388,signal boat,起點船,
21334389,signed cards,違規單,
21334390,silce  ,右曲球,
21334391,silver level events,銀牌級賽事,
21334392,simple attack,簡單進攻,
21334393,simple feint,簡單假動作,
21334394,simple parry,簡單防守,
21334395,simple return,簡單還擊,
21334396,simple riposte,簡單還擊,
21334397,simulation ,偽裝,
21334398,simultaneous action,同時進攻,
21334399,simultaneous touch,互中,
21334400,single,單打,
21334401,single handicappler,單差點球員,
21334402,single round,全項單局（射箭）,
21334403,single sculls,單人雙槳,
21334404,singlet,排汗衫,
21334405,sissone,西松跳,
21334406,sit and reach test,坐姿體前彎測驗,
21334407,sitting block,替補席{卡巴迪},
21334408,sitting tricks,蹲坐類,
21334409,sitting trot,打浪,
21334410,sixte,六分位姿勢,
21334411,sixth beat,六分位姿勢擊打,
21334412,sixth invito,六分位姿勢挑引,
21334413,sixth parry,六分位姿勢防守,
21334414,skateboard,滑板,
21334415,skateboarding,滑板運動,
21334416,skeet,定向飛靶,
21334417,skiff,小艇,
21334418,skill achievement evaluation,技能成就評量,
21334419,skill break,巧攻戰術,
21334420,skill-oriented philosophy and value choices,技能取向哲學與價值選擇,
21334421,skill-related fitness,競技體適能,
21334422,skip,隊長{冰壺},
21334423,skipping,踏跳步,
21334424,slab,內傾岩壁,
21334425,slack,鬆繩,
21334426,slalom,花式繞樁（滑輪溜冰）,
21334427,slaloming penalties,繞樁判罰,
21334428,slap hit,推擊,
21334429,slap shot,強力射門；拍擊,
21334430,slash ball,斜線球,
21334431,slashing,以桿打人(冰上曲棍球)；揮砍,
21334432,slice,切球,
21334433,slice serve,切削發球,
21334434,slide,摩擦；滑,
21334435,slide shot,撇,
21334436,slider,冰鞋底材質{冰壺},
21334437,sliding tackle,鏟球,
21334438,slinging parry,擊打防守,
21334439,slipstream,尾隨跟車,
21334440,slow turn,慢轉,
21334441,small forwad,小前鋒,
21334442,smash,高壓扣殺球（網球）；扣殺,
21334443,snake-fence,蛇型木柵障礙,
21334444,snakes,蛇形,
21334445,snalffe,小勒銜,
21334446,snalffe bit,小勒銜鐵,
21334447,snalffle bridle,單繮,
21334448,snap shot,正手射門,
21334449,snatch,抓舉,
21334450,soccer,足球運動,
21334451,soccer ball,足球,
21334452,soccer fever,足球熱,
21334453,soccer field,足球場,
21334454,social anxiety,社會焦慮,
21334455,social capital,社會資本,
21334456,social change,社會變遷,
21334457,social facilitation theory,社會助長理論,
21334458,social mobility,社會流動,
21334459,social norms,社會規範,
21334460,social physique anxiety,社會體型焦慮,
21334461,social reproduction,社會再製,
21334462,social value of sport,運動的社會價值,
21334463,socialization,社會化,
21334464,socialization of sport,運動社會化,
21334465,sociological imagination,社會學想像,
21334466,sociology of sport,運動社會學,
21334467,sode-guruma-jime,袖車勒,
21334468,sode-tsurikomi-goshi,袖釣進腰,
21334469,soft tennis,軟式網球,
21334470,soft tennis balls,球（軟式網球）,
21334471,soft tennis racket,軟式網球拍,
21334472,softball,壘球,
21334473,softness of landing,輕盈的著地,
21334474,solid obstacle,固定障礙,
21334475,solo,單人,
21334476,somatic anxiety,身體焦慮,
21334477,sound center manager,音效中心經理,
21334478,sound signal,聲音信號,
21334479,space,空間,
21334480,spada,重劍,
21334481,Spanish walk,西班牙舞步,
21334482,spare wheels,備胎,
21334483,sparring,對練（拳擊）,
21334484,spearing,以桿戳人(冰上曲棍球)；戳；刺,
21334485,special needs bag,特別需求袋,
21334486,Special Olympics,特殊奧林匹克運動會,
21334487,special requirements,特殊要求,
21334488,specific physical ability,專項體能,
21334489,specificity ,針對性訓練,
21334490,speed,速度,
21334491,speed slalom,速度過樁,
21334492,speed-boat,快艇,
21334493,speedwork ,速度訓練,
21334494,spike,扣球；釘鞋,
21334495,spilt jump,分腿跳,
21334496,spilt leap forward,分腿跳,
21334497,spines,脊椎（滑板）,
21334498,spinning tricks,旋轉類,
21334499,spiral,螺形,
21334500,spirit of the game,比賽精神,
21334501,split,技術球（保齡球）,
21334502,split leap,跨跳,
21334503,splits,分段成績,
21334504,sponge,海綿(田徑),
21334505,sponge station,補給站,
21334506,sponging station,海綿站,
21334507,spontaneity,自發性,
21334508,spool,托線盤,
21334509,spoon,三號木桿,
21334510,sport ability,運動能力,
21334511,sport admission,運動種類,
21334512,sport and exercise psychology,競技與健身運動心理學,
21334513,sport and human rights,運動與人權,
21334514,sport and ideology,運動與意識型態,
21334515,sport and Physical Education affective testing,體育運動情意測驗,
21334516,sport and Physical Education cognitive testing,體育運動認知測驗,
21334517,sport and racism,競技運動種族主義,
21334518,sport and violence,競技運動暴力行為,
21334519,sport apparatus,運動器械,
21334520,sport as a form of adversarial competition,對抗性競技運動,
21334521,sport as a form of cooperative competition,合作性競技運動,
21334522,sport as a playful event,遊戲性競技運動,
21334523,sport audience,運動閱聽人,
21334524,sport biography,運動傳記,
21334525,sport biomechanics,運動生物力學,
21334526,sport class,運動分級,
21334527,sport competition information collection,運動競賽情蒐,
21334528,sport consumption,運動消費,
21334529,sport cooperation,運動合作,
21334530,sport creed,運動教條,
21334531,sport culture,運動文化,
21334532,sport equipment,運動設備,
21334533,sport event management,運動賽會管理,
21334534,sport experience,競技運動經驗,
21334535,sport facility management,運動設施管理,
21334536,sport festival,運動嘉年華,
21334537,sport governance,運動治理,
21334538,sport identity,運動認同,
21334539,sport industry,運動產業,
21334540,sport injury,運動傷害,
21334541,sport injury prevention and protection,運動傷害防護與保健,
21334542,sport labor migration,運動勞工遷徙,
21334543,sport literature,運動文學,
21334544,Sport Literature Association {= SLA},運動文學學會,
21334545,sport literature subject matter,運動文學題材,
21334546,sport literature type,運動文學體裁,
21334547,sport lottery odds,運動彩券賠率,
21334548,sport management,運動管理,
21334549,sport marketing,運動行銷,
21334550,sport marketing mix,運動行銷組合,
21334551,sport marketing myopia,運動行銷近視症,
21334552,sport media complex,運動媒體複合體,
21334553,sport medicine,運動醫學,
21334554,sport organization,運動組織,
21334555,sport pedagogy,運動教育學,
21334556,sport philosophy,競技運動哲學,
21334557,sport poetry,運動詩,
21334558,sport policy,運動政策,
21334559,sport presentation,運動展演,
21334560,sport prose,運動散文,
21334561,sport ritual,運動儀式,
21334562,sport science,運動科學,
21334563,sport sponsorship,運動贊助,
21334564,sport star,運動明星,
21334565,sport star identity,運動明星認同,
21334566,sport tourism,運動觀光,
21334567,sport tourism impacts,運動觀光衝擊,
21334568,sport tourism policies,運動觀光政策,
21334569,sport value free,運動價值中立,
21334570,sport-confidence,運動自信心,
21334571,sport-related physical fitness,競技體適能,
21334572,sporting goods,運動商品,
21334573,sportization,運動迷,
21334574,sports agent,運動經紀人,
21334575,sports anatomy,運動解剖學,
21334576,sports architecture roof structure,運動建築屋頂結構,
21334577,sports club,運動俱樂部,
21334578,sports competition management,運動競賽管理,
21334579,sports drink,運動飲料,
21334580,sports ethics,運動倫理學,
21334581,sports fans,運動迷,
21334582,sports film,運動電影,
21334583,sports fitness club,運動健身俱樂部,
21334584,sports for all,全民運動,
21334585,sports history,體育運動史,
21334586,sports leadership,運動領導,
21334587,sports loading,運動負荷,
21334588,sports lottery,運動彩券,
21334589,sports massage,運動按摩,
21334590,sports metaphors,運動隱喻,
21334591,sports news,運動新聞,
21334592,sports nutrition,運動營養學,
21334593,sports park,運動公園,
21334594,sports performing arts,運動表演藝術,
21334595,sports philosopher,競技運動哲學家,
21334596,sports safety,運動安全,
21334597,sports simulation training,運動模擬訓練,
21334598,sports skill diagnosis,運動技能診斷,
21334599,sports strategy,運動戰略,
21334600,sports stress management,運動壓力管理,
21334601,sports tactic,運動戰術,
21334602,sports technology,運動技術,
21334603,sports training,運動訓練,
21334604,sports training evaluation,運動訓練評量,
21334605,sports training management,運動訓練管理,
21334606,sports writer,運動作家,
21334607,sportsmanship,運動家精神,
21334608,spread obstacle,雙層木柵障礙,
21334609,springboard,跳板,
21334610,sprint ,搶中線球{水球},
21334611,sprint distance,半程距離,
21334612,sprint lap,衝刺圈,
21334613,sprint race,短距離賽跑；爭先賽,
21334614,sprint racing,輕艇競速,
21334615,sprinte's lane,衝刺道,
21334616,sprinting,衝刺,
21334617,squadding,分組,
21334618,square trot,平穩快步,
21334619,squat style,下蹲式,
21334620,stabilizer,安定桿（射箭）,
21334621,stable,馬廄,
21334622,stadium,競技場,
21334623,stag jump,鹿跳,
21334624,stage,階段,
21334625,stage races,多日賽,
21334626,staggered start ,前伸數,
21334627,stainless,不鏽鋼(田徑),
21334628,stale shot,搓球（羽球）,
21334629,stance,站位{射箭},
21334630,standard concaves,標準凹面型長板,
21334631,standard distance,標準距離,
21334632,standard pistol ,標準手槍,
21334633,standard rifle,標準步槍,
21334634,standing ,在水底站立,
21334635,standing martingale,固定式馬丁革,
21334636,standing scale,水平,
21334637,standing start ,站立式起跑,
21334638,Star,星型帆船；起航,
21334639,starboard ,右舷,
21334640,starboard tack,右舷受風,
21334641,start,出發；發令,
21334642,start dash,起跑衝刺,
21334643,start line penalties,起點判罰,
21334644,start lines,起點線,
21334645,start list package,出賽名單（舉重）,
21334646,start tower,發令台,
21334647,start zone,起點,
21334648,starter ,先發球員｛籃球｝,
21334649,starter's assistant,助理發令員,
21334650,starter's assistants,助理發令員,
21334651,starters,發令員,
21334652,starting block,起跑架,
21334653,starting blocks,起跑架（徑賽）,
21334654,starting box,起跑框,
21334655,starting devices,發令設備,
21334656,starting grips,仰式出發握把,
21334657,starting gun,發令槍,
21334658,starting line,起跑線,
21334659,starting mark ,起跑標誌,
21334660,starting order ,出發順序 ,
